model,feature_set,decision_threshold,split_method,n_train_encounters,n_test_encounters,n_train_patients,n_test_patients,patient_overlap,n,n_positive,n_negative,positive_rate,true_positive,false_negative,false_positive,true_negative,recall_30d,false_negative_rate,precision_30d,f1_30d,specificity,false_positive_rate,predicted_positive_rate,mean_predicted_risk,median_predicted_risk,accuracy,pr_auc,roc_auc
Random Forest,B,0.5,StratifiedGroupKFold first split,80090,20024,56417,14022,0,20024,2272,17752,0.11346384338793448,1154,1118,5009,12743,0.5079225352112676,0.4920774647887324,0.18724647087457408,0.27362181387077655,0.7178346101847679,0.2821653898152321,0.30778066320415504,0.433767783311274,0.4231970069482093,0.6940171793847383,0.20045004849707287,0.6609900679709171
